"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,12,132561867,0.002,1,15697807
2020,12,132561895,1,1,15697809
2020,5,132557163,12.7,1,15697824
2020,12,132557165,0.001,1,15697826
2020,4,132557212,0.72,1,15697839
2020,15,132557212,1,11,15702810
2020,12,132562179,0.8,1,15697860
2020,5,132562295,0.001,1,15697882
2020,4,132562357,5.89,1,15702831
2020,12,132562366,20.28,1,15702834
2020,4,132562366,9,1,15702833
2020,4,132562391,2.48,1,15697896
2020,12,132557405,0.5,1,15697902
2020,4,132557458,1.3,1,15697909
2020,12,132562548,0.001,1,15697912
2020,16,132557498,1,9,15702853
2020,4,132557498,1,11,15702855
2020,12,132557511,0.9,1,15697920
2020,12,130635488,,,15202594
2020,12,130631915,,,15197705
2020,12,130635604,1,11,15197709
2020,12,130635630,1,11,15202600
2020,12,130632263,1,11,15202618
2020,12,130636225,0.6,1,15202654
2020,12,130633357,25,5,15197782
2020,12,130633814,1,1,15197799
2020,12,130633959,1,11,15202719
2020,12,130637208,1.1,1,15197809
2020,12,130640361,33,1,15202794
2020,4,130638260,0.3,1,15197864
2020,17,130638298,1,11,15197865
2020,4,130627493,1,9,15192142
2020,4,130620247,0.001,1,15197045
2020,12,130620434,0.001,1,15192168
2020,12,130627763,0.58,1,15192178
2020,2,130620605,0.001,1,15197098
2020,4,130620929,0.127,1,15197129
2020,12,130620929,1.33,1,15197132
2020,12,130620976,2.5,1,15197142
2020,5,130628226,7,9,15197150
2020,5,130628290,,,15197156
2020,12,130621110,8.94,1,15192258
2020,4,130628571,2584.95,1,15197203
2020,12,130621574,8.9,1,15192310
2020,5,130621644,21.5,3,15192314
2020,8,130628751,28,9,15197230
2020,12,130621749,0.01,3,15197241
2020,12,130621812,4.6,1,15192325
2020,4,130628940,1,1,15197258
2020,12,130628999,1,11,15197267
2020,12,130622100,0.002,1,15192365
2020,12,130629159,5.301,1,15192387
2020,12,130622278,13,1,15197341
2020,12,130622284,3,1,15197342
2020,12,130622355,3.2,1,15192424
2020,17,130629478,95,9,15197366
2020,12,130629478,1,11,15197367
2020,12,130622837,0.002,1,15197403
2020,12,130629987,,,15197413
2020,4,130623206,,,15197430
2020,12,130623219,0.801,1,15197435
2020,12,130630143,0.001,1,15197438
2020,12,130623263,0.05,1,15197504
2020,5,130623401,36,1,15197544
2020,12,130623437,0.002,1,15197551
2020,5,130623440,25,1,15197460
2020,12,130623474,1,1,15197559
2020,2,130630389,21.7,1,15202482
2020,12,130623570,1,1,15197576
2020,12,130630426,1,11,15202487
2020,12,130623584,1,1,15197577
2020,5,130630467,2,3,15202489
2020,12,130630467,7,1,15202490
2020,5,130623678,,,15202492
2020,12,130623691,1,11,15197593
2020,4,130624451,1,11,15202540
2020,5,130631265,61,3,15197655
2020,12,130631265,6.4,1,15202553
2020,12,130634828,5.2,1,15197665
2020,5,130635316,1,4,15197690
2020,16,130635316,1,4,15197691
2020,12,130635842,1,11,15202609
2020,12,130632898,0.002,1,15202674
2020,4,130632898,20,5,15202672
2020,4,130632898,1,11,15202673
2020,12,130633905,0.5,1,15202716
2020,12,130633890,3.3,1,15202714
2020,12,130637151,1,11,15197806
2020,12,130637264,1,11,15197812
2020,12,130634426,1.4,1,15197822
2020,12,130640156,501.7,1,15202785
2020,4,130640156,353.5,1,15202784
2020,12,130637872,0.4,1,15197845
2020,12,130627617,9.34,1,15197058
2020,4,130620549,1.5,1,15197085
2020,12,130620549,2.6,1,15192191
2020,5,130620549,13.4,1,15197084
2020,4,130628408,0.001,1,15192271
2020,12,130629092,2,1,15192360
2020,12,130629123,2.13,1,15197294
2020,5,130623315,,,15197448
2020,12,130635431,57.8,1,15197698
2020,12,130632041,0.1,1,15202602
2020,12,130633114,7.3,1,15202690
2020,12,130627559,0.001,1,15197051
2020,12,130620485,0.001,1,15192177
2020,17,130620508,2,9,15192183
2020,12,130620509,0.9,1,15192184
2020,4,130620568,1.6,1,15197088
2020,12,130620568,0.001,1,15197089
2020,18,130621131,,,15197164
2020,12,130621131,0.002,1,15197163
2020,17,130621131,5.162,1,15197162
2020,4,130621171,2,1,15192263
2020,4,130621171,7,5,15192262
2020,4,130621292,0.151,1,15192273
2020,12,130628474,0.18,3,15192279
2020,12,130621569,0.001,1,15197222
2020,5,130628835,12.5,4,15192321
2020,12,130628856,4.4,1,15192328
2020,12,130621823,5,1,15192329
2020,12,130628920,0.5,1,15197255
2020,12,130622040,1,1,15192345
2020,8,130629174,1,9,15197303
2020,4,130629174,0.7,1,15192391
2020,16,130629174,9,9,15192392
2020,12,130622185,4.2,1,15197306
2020,4,130629273,0.01,1,15197345
2020,12,130629273,0.01,1,15197346
2020,12,130629349,7,1,15197352
2020,12,130622455,0.005,1,15192433
2020,4,130622455,0.005,1,15192432
2020,5,130629530,0.005,1,15192447
2020,12,130622923,68.8,1,15197482
2020,12,130629999,0.01,1,15197418
2020,5,130630114,0.001,1,15197497
2020,12,130623228,0.16,1,15197437
2020,12,130630385,1,11,15202481
2020,12,130623611,1,1,15197580
2020,12,130630852,0.001,1,15202526
2020,4,130631565,6.4,1,15202572
2020,12,130631565,1.6,1,15197674
2020,12,130635469,1,5,15197701
2020,12,130635868,0.1,1,15197725
2020,12,130636203,1,11,15202642
2020,12,130634326,1,9,15197811
2020,4,132557511,0.5,1,15697919
2020,12,132557515,0.5,1,15697921
2020,12,132562602,0.4,1,15697925
2020,4,132562617,20,1,15697926
2020,12,132562618,0.5,1,15697927
2020,12,132562728,0.6,1,15702874
2020,4,132557698,55.2,1,15702876
2020,12,132562793,1,11,15697939
2020,5,132557776,,,15697945
2020,4,132557908,1,11,15702899
2020,4,132562985,0.95,1,15702917
2020,12,132558054,122.7,1,15702933
2020,17,132563189,,,15697984
2020,4,132563228,466.8,1,15702944
2020,4,132563279,0.6,1,15702947
2020,12,132563279,4,1,15697988
2020,5,132563324,710,4,15697998
2020,12,132558303,1190.182,1,15702953
2020,4,132558303,2.681,1,15702952
2020,12,132563354,0.001,1,15698005
2020,4,132558352,10,5,15698012
2020,12,132558352,20,5,15698013
2020,12,132558395,0.5,1,15702964
2020,12,132558421,0.001,1,15702974
2020,4,132558421,0.002,1,15702973
2020,12,132563521,0.001,1,15698043
2020,12,132558480,0.11,1,15702988
2020,4,132563665,1,9,15698059
2020,12,132563675,0.6,1,15698062
2020,17,132558539,59,9,15703003
2020,4,132558539,3.2,1,15703001
2020,4,132563714,2,9,15698072
2020,4,132558588,0.12,1,15698075
2020,12,132558588,1.79,1,15698076
2020,12,132558625,1.3,1,15703013
2020,4,132558638,1.2,1,15703017
2020,4,132563810,0.002,1,15698087
2020,12,132558651,0.9,1,15703025
2020,16,132563819,1,9,15703027
2020,4,132563819,1,9,15703026
2020,12,132558700,1.2,1,15703038
2020,12,132563915,0.001,1,15703046
2020,5,130637661,0.9,1,15197839
2020,4,130639936,1.3,1,15202780
2020,16,130640215,3,1,15197846
2020,4,130638018,18.8,1,15202803
2020,12,130638018,11.2,1,15202804
2020,2,130638018,0.8,1,15202802
2020,12,130638138,1.8,1,15197860
2020,2,130638170,1.9,1,15197862
2020,12,130638150,4,1,15197861
2020,12,130640759,0.2,1,15202830
2020,12,130638314,4.4,1,15197866
2020,4,130620170,2,9,15192143
2020,12,130620481,22.502,1,15192175
2020,12,130620577,2.3,1,15192194
2020,12,130620653,1,1,15197104
2020,4,130627907,0.002,1,15192207
2020,12,130620882,0.642,1,15197123
2020,12,130620953,0.1,1,15192236
2020,12,130620987,5.1,1,15197145
2020,2,130628232,0.3,1,15192249
2020,12,130628232,0.7,1,15197152
2020,4,130628232,1,9,15197151
2020,12,130621094,0.77,1,15192257
2020,17,130621094,12.68,7,15197158
2020,4,130621320,0.09,1,15197182
2020,5,130621415,0.38,3,15197198
2020,12,130621502,10.6,1,15192299
2020,3,130628762,11,1,15197233
2020,12,130628762,1,1,15192317
2020,12,130621738,28.1,1,15192318
2020,12,130628994,1,11,15197265
2020,12,130629101,1,1,15197292
2020,5,130622213,17,4,15197327
2020,12,130622443,0.005,1,15192431
2020,12,130622817,2.9,1,15192469
2020,12,130630001,6,1,15197419
2020,4,130623311,1.301,1,15197517
2020,5,130623311,1,4,15197513
2020,12,130623311,0.092,1,15197518
2020,12,130623482,0.09,1,15197562
2020,12,130623497,2.2,1,15202473
2020,4,130623569,1,11,15197575
2020,12,130623595,1,11,15202488
2020,12,130623690,1.3,1,15197592
2020,12,130623972,0.001,1,15197612
2020,4,130624567,,,15197653
2020,12,130635434,13.3,1,15202590
2020,4,130635617,15,5,15197710
2020,12,130632215,541.2,1,15197726
2020,12,130636190,13.9,1,15197746
2020,12,130632571,1.4,1,15202638
2020,12,130639701,7.9,1,15202764
2020,12,130638100,0.2,1,15197856
2020,4,130638100,20.8,1,15197855
2020,12,130620090,0.001,1,15192130
2020,8,130627470,1,9,15192139
2020,12,130620187,4.8,1,15192147
2020,12,130620233,5.6,1,15197044
2020,12,130620236,16,1,15192150
2020,12,130627539,3.98,1,15197046
2020,17,130620319,0.48,1,15192158
2020,4,130620331,0.001,1,15192159
2020,5,130620354,,,15192164
2020,4,130627638,0.001,1,15192163
2020,12,130627644,1.34,1,15192165
2020,5,130627738,,,15197070
2020,12,130627765,2.2,1,15192179
2020,17,130627768,0.672,1,15192180
2020,12,130627821,0.002,1,15192193
2020,12,130620626,3.802,1,15192203
2020,12,130627909,11.101,1,15197106
2020,4,130620724,24.2,1,15197114
2020,11,130620724,14.572,1,15197113
2020,4,130628201,0.7,1,15192241
2020,4,130628233,5,1,15192250
2020,12,130628233,4.6,1,15192251
2020,4,130621263,5.431,1,15197175
2020,5,130628475,0.001,1,15197187
2020,12,130621492,1,1,15192294
2020,12,130621527,4,8,15197215
2020,4,130628699,24,1,15197227
2020,17,130621691,3,9,15192316
2020,12,130621725,4.8,1,15197234
2020,4,130628778,0.9,1,15197236
2020,12,130621752,0.001,1,15192319
2020,12,130621805,0.001,1,15197245
2020,4,130621806,0.5,1,15197246
2020,12,130628859,0.001,1,15197251
2020,12,130628954,34.9,1,15197261
2020,12,130622003,0.3,1,15197270
2020,12,130620168,1,9,15197041
2020,12,130627544,14,1,15192154
2020,12,130620479,0.001,1,15197074
2020,12,130627861,0.001,1,15192198
2020,4,130620673,12.252,1,15197109
2020,12,130620673,0.914,1,15197110
2020,4,130628790,0.5,1,15197240
2020,12,130621810,0.001,1,15192324
2020,4,130628998,2.4,1,15197266
2020,12,130622088,0.002,1,15192358
2020,12,130622108,2.201,1,15192367
2020,12,130629122,0.002,1,15192373
2020,12,130629162,0.001,1,15197300
2020,12,130629165,0.301,1,15197301
2020,8,130629215,1,9,15197324
2020,12,130629215,0.43,1,15197326
2020,12,130622221,12.5,1,15197331
2020,12,130620159,0.3,1,15192140
2020,5,130620167,1.395,3,15197040
2020,12,130627556,0.01,1,15197050
2020,5,130627752,33,3,15197073
2020,4,130628059,1,11,15197118
2020,8,130620971,7,9,15197141
2020,12,130621180,8.371,1,15192264
2020,12,130621290,84,1,15197179
2020,4,130621290,42.56,1,15197178
2020,12,130628459,1,9,15192276
2020,4,130628459,0.4,1,15197183
2020,12,130621379,0.5,1,15197195
2020,5,130621504,75,4,15197206
2020,12,130628666,1.3,1,15192311
2020,11,130621830,9.2,1,15192330
2020,18,130621830,,,15197252
2020,4,130621830,58.1,1,15192331
2020,16,130621987,1,11,15192341
2020,12,130622095,1,1,15192363
2020,4,130629168,1.001,1,15197302
2020,4,130629353,1.5,1,15197353
2020,12,130629353,13.1,1,15197354
2020,18,130629353,,,15197355
2020,4,130627491,0.01,1,15192141
2020,4,130627541,0.001,1,15197047
2020,4,130627834,13.9,1,15197094
2020,5,130620228,127.6,1,15197043
2020,5,130627635,0.001,1,15197060
2020,4,130620453,1.82,1,15192169
2020,12,130620453,0.01,1,15197069
2020,12,130627764,3.9,1,15197076
2020,12,130620584,0.001,1,15197093
2020,4,130620584,0.001,1,15197092
2020,16,130620584,3,9,15192195
2020,12,130622003,1,11,15197269
2020,2,130622058,0.1,1,15197278
2020,12,130622058,0.2,1,15197280
2020,5,130622158,4,4,15192386
2020,12,130629175,0.001,1,15197304
2020,12,130629181,0.011,1,15197305
2020,8,130629213,88,9,15192399
2020,5,130629213,0.001,1,15192400
2020,16,130629216,0.9,1,15192402
2020,16,130622287,13,9,15192413
2020,12,130622287,21,1,15192414
2020,12,130622296,5.41,1,15192417
2020,12,130622295,0.01,1,15192416
2020,12,130629292,35.61,1,15192418
2020,5,130629292,0.01,1,15197348
2020,5,130622478,32,1,15192438
2020,4,130622489,1.93,1,15192440
2020,12,130622489,2.09,1,15192441
2020,12,130622574,0.54,1,15192450
2020,15,130629624,0.014,1,15197380
2020,12,130622698,0.03,1,15197387
2020,12,130622728,0.005,1,15197389
2020,12,130622903,1.25,1,15197479
2020,4,130622995,0.081,1,15197488
2020,12,130630071,4.68,1,15197494
2020,12,130623280,0.001,1,15197509
2020,12,130623415,0.41,1,15197546
2020,12,130630298,0.04,1,15197549
2020,12,130630304,0.34,1,15197550
2020,12,130623513,1.3,1,15202477
2020,12,130630409,1,11,15197574
2020,4,130630409,1,11,15202485
2020,4,130623586,0.5,1,15197578
2020,12,130623635,1,1,15197586
2020,5,130630457,,,15197587
2020,4,130630471,1,1,15197589
2020,9,130623795,,,15197600
2020,12,130630687,64,1,15197610
2020,12,130623991,1,1,15202511
2020,15,130624142,20,9,15202531
2020,12,130624199,9,1,15197636
2020,5,130631297,0.001,1,15202555
2020,4,130634840,1,11,15197666
2020,16,130636046,3.1,1,15197733
2020,4,130627477,7,1,15197038
2020,12,130627477,7,1,15197039
2020,12,130620271,1.44,1,15192155
2020,12,130627761,5.7,1,15192174
2020,17,130627761,5.1,1,15197075
2020,4,130627761,5.701,1,15192173
2020,12,130628100,0.675,1,15197121
2020,12,130628105,0.3,1,15192230
2020,5,130620956,8,1,15197138
2020,1,130621017,0.25,1,15197147
2020,12,130621306,1.13,1,15197181
2020,17,130621306,0.001,1,15197180
2020,12,130621312,22.251,1,15192270
2020,12,130628477,0.001,1,15192280
2020,12,130621606,3.33,1,15192312
2020,12,130628923,0.7,1,15197257
2020,12,130622049,0.001,1,15192347
2020,17,130629125,2,9,15192374
2020,4,130629626,0.24,1,15197381
2020,12,130623302,0.05,1,15197514
2020,12,130631861,0.8,1,15197700
2020,12,130636083,0.1,9,15202622
2020,12,130632880,0.4,1,15202671
2020,12,130634368,1,11,15197814
2020,4,130639757,36.8,1,15197837
2020,4,130639908,3.34,1,15202778
2020,4,130622505,13,1,15192444
2020,12,130629691,0.7,1,15197384
2020,5,130629878,1554,10,15197406
2020,12,130623301,4.1,1,15197445
2020,4,130623301,52.401,1,15197444
2020,4,130630234,5,9,15197530
2020,4,130630234,0.001,1,15197531
2020,5,130630234,10.5,4,15197529
2020,12,130630366,1,11,15202475
2020,4,130623931,,,15197611
2020,4,130631811,0.1,1,15197695
2020,12,130631937,1,11,15202598
2020,12,130632268,1,11,15197731
2020,12,130637356,1,11,15197827
2020,12,130639758,3,5,15202770
2020,4,130623029,73.692,1,15197412
2020,12,130623029,34.391,1,15197489
2020,12,130623357,0.701,1,15197452
2020,4,130630505,0.25,1,15197596
2020,5,130623738,2,1,15202496
2020,12,130630557,14.78,1,15197598
2020,4,130624098,0.01,1,15197625
2020,16,130624355,81,9,15197639
2020,12,130624483,1,11,15202548
2020,16,130634771,1,11,15202558
2020,2,130631994,1,11,15197711
2020,12,130632436,2,9,15197740
2020,12,130632542,0.001,1,15202634
2020,4,130632563,13.9,1,15202636
2020,12,130632563,0.901,1,15202637
2020,12,130636399,0.4,1,15197761
2020,12,130636399,1,11,15197760
2020,12,130639634,3.8,1,15197834
2020,12,130640182,0.05,1,15202787
2020,4,130638056,8,1,15202812
2020,12,130627965,0.5,5,15197115
2020,12,130620978,0.03,1,15192239
2020,4,130620978,5.9,1,15192240
2020,12,130620991,0.01,1,15192243
2020,4,130620991,0.4,1,15192242
2020,5,130621326,1,11,15192275
2020,5,130628516,0.001,1,15192288
2020,5,130622510,,,15197372
2020,17,130622955,,,15197483
2020,12,130623208,0.001,1,15197432
2020,4,130630184,4.98,1,15197512
2020,8,130623324,8,9,15197521
2020,16,130623324,2,9,15197523
2020,12,130630381,1,1,15202478
2020,4,130623770,0.001,1,15197599
2020,5,130630582,17,1,15202500
2020,12,130630797,0.1,1,15202517
2020,7,130630949,1,9,15197634
2020,4,130631154,1,11,15197648
2020,4,130631495,1.5,1,15202564
2020,12,130631757,1.5,1,15197693
2020,12,130635656,1,11,15197713
2020,2,130633018,15.4,1,15197765
2020,12,130633018,11.7,1,15197766
2020,12,130633364,1,11,15202704
2020,12,130636732,1,11,15202706
2020,4,130636732,1,11,15202705
2020,12,130637097,0.4,1,15202724
2020,12,130634293,10.5,1,15202736
2020,1,130637739,0.9,1,15202781
2020,12,130640600,4,5,15202817
2020,12,130640600,5.33,1,15202818
2020,12,130627776,14.601,1,15197080
2020,17,130627776,0.001,1,15192185
2020,5,130628035,1,11,15192225
2020,4,130621508,4.9,1,15192295
2020,16,130621519,295,9,15192300
2020,5,130621519,26.5,4,15197208
2020,12,130622056,5,1,15192348
2020,12,130629085,0.29,1,15197286
2020,4,130629085,0.001,1,15192355
2020,12,130622134,0.101,1,15197297
2020,12,130629640,0.24,1,15192455
2020,12,130623027,0.1,1,15197490
2020,12,130630203,0.44,1,15197519
2020,4,130630203,0.45,1,15197447
2020,12,130630493,1,11,15197591
2020,12,130631544,13.5,1,15202570
2020,12,130631850,1,11,15202592
2020,4,130627846,0.4,1,15192197
2020,12,130620695,7.68,1,15197111
2020,12,130627953,0.385,1,15192217
2020,12,130628136,1,11,15197131
2020,12,130621140,22.261,3,15192261
2020,16,130621140,1.07,1,15192260
2020,12,130628375,0.89,1,15192267
2020,4,130628375,1.023,1,15197167
2020,12,130621341,1,1,15192278
2020,4,130621341,0.4,1,15192277
2020,12,130621341,1,9,15197184
2020,16,130621517,22,1,15192301
2020,8,130621517,4,9,15197211
2020,2,130621554,250,1,15192307
2020,4,130621682,0.01,1,15197229
2020,12,132561906,0.001,1,15697811
2020,12,132557130,0.001,1,15702800
2020,4,132561947,0.001,1,15697819
2020,12,132561989,4.63,1,15702806
2020,12,132557184,1.24,1,15697834
2020,17,132562133,0.001,1,15697848
2020,17,132562152,0.9,1,15697849
2020,12,132562163,20.732,1,15697856
2020,12,132562174,0.002,1,15702814
2020,5,132562174,0.001,1,15697857
2020,17,132557247,1.201,1,15702815
2020,12,132562182,22.61,1,15702818
2020,17,132562182,0.001,1,15702816
2020,4,132562182,0.01,1,15702817
2020,12,132557267,2.301,1,15697866
2020,12,132557263,0.5,1,15702822
2020,16,132557263,2,9,15697863
2020,12,132562217,5.2,1,15702824
2020,8,132562217,2,9,15702823
2020,5,132562290,0.001,1,15697880
2020,12,132557464,0.8,1,15697910
2020,12,132557500,1,11,15702854
2020,4,132562572,0.1,1,15697916
2020,12,132557534,1.8,1,15702861
2020,17,132562627,,,15697928
2020,4,132557624,0.001,1,15702873
2020,12,132562715,28.3,1,15697934
2020,12,132557758,1,11,15702885
2020,12,132562804,1,9,15697943
2020,17,132562804,1,9,15697942
2020,4,132562804,2,9,15702886
2020,9,132557829,10,9,15702892
2020,12,132562960,6.02,1,15702909
2020,12,132562984,0.001,1,15702916
2020,12,132558017,55.4,1,15702925
2020,12,132558101,1.9,1,15702938
2020,5,129030275,0.001,1,14919093
2020,15,129035458,4.7,1,14914333
2020,12,129035483,374.5,1,14919158
2020,8,129035483,16.4,1,14919157
2020,4,129035500,18.8,1,14914338
2020,12,129035500,9.3,1,14914339
2020,12,129030724,1.1,1,14919161
2020,12,129030838,1.1,1,14919176
2020,4,129031262,0.08,1,14919241
2020,12,129035969,2.5,1,14919256
2020,12,129035973,0.37,1,14919259
2020,4,129035973,11.07,1,14919257
2020,12,129031343,29.02,1,14919266
2020,12,129035996,0.001,1,14914423
2020,5,129036005,25.3,4,14914428
2020,12,129036019,0.09,1,14919280
2020,4,129036019,0.31,1,14919279
2020,4,129031490,0.002,1,14914456
2020,12,129031503,0.001,1,14914462
2020,12,129036138,1,11,14919298
2020,12,129036165,1,11,14914465
2020,12,129031532,1,11,14919306
2020,5,129036183,0.001,1,14919310
2020,12,129036183,0.003,1,14914475
2020,12,129031587,16.83,1,14919315
2020,4,129031587,20.481,1,14919314
2020,4,129036228,3.53,1,14919323
2020,12,129031647,1,1,14914491
2020,4,129036265,2,1,14914495
2020,12,129036274,1.851,1,14919335
2020,4,129036292,0.11,1,14914501
2020,12,129036292,1.17,1,14914503
2020,17,129036292,0.001,1,14914498
2020,12,129002639,0.51,1,14913101
2020,12,129002742,0.4,1,14913118
2020,5,129007037,6.8,1,14917909
2020,4,129007403,5.2,1,14917952
2020,12,129004005,2,9,14913241
2020,12,129008492,7.7,1,14913302
2020,12,129010125,1,11,14913350
2020,12,129028621,0.5,1,14913993
2020,8,129028769,800,9,14918797
2020,5,129028821,,,14914028
2020,12,129023775,0.41,1,14918826
2020,5,129023775,1,3,14914039
2020,12,129023761,1,11,14918821
2020,5,129023795,0.07,1,14918831
2020,4,129023804,10.12,1,14914046
2020,12,129028910,0.08,1,14914047
2020,5,129028911,0.05,1,14914049
2020,8,129000524,1,9,14912747
2020,12,129000524,5,1,14917490
2020,12,128994558,10.002,1,14912762
2020,12,129000659,0.001,1,14917521
2020,12,129001492,8.1,1,14912926
2020,12,129001757,11.7,1,14912955
2020,4,129001808,7.5,1,14912963
2020,12,129001808,8.1,1,14917657
2020,12,129000551,4,1,14917499
2020,4,129000551,54.002,1,14917498
2020,12,129004644,0.201,1,14912790
2020,8,129001507,5.1,1,14912933
2020,5,129002517,6.8,3,14917779
2020,12,129002573,1,1,14917787
2020,12,129007342,2.6,1,14913208
2020,4,129007342,1.1,1,14917941
2020,12,129004229,1,11,14913277
2020,12,129010108,2.9,1,14918117
2020,4,129002146,0.1,1,14917730
2020,12,129029105,1,11,14918878
2020,5,129029105,9.25,4,14918877
2020,12,129024176,1,11,14918933
2020,12,129029309,0.5,1,14918939
2020,12,129000588,0.01,1,14917504
2020,12,129005028,1.3,1,14912899
2020,12,129002666,1,3,14917807
2020,5,129007747,,,14913230
2020,12,129004073,2.8,1,14917996
2020,12,129009654,,,14918072
2020,17,129011565,1,11,14918271
2020,12,129021300,0.001,1,14918500
2020,12,129023624,1,11,14918787
2020,5,129028760,3.005,1,14918789
2020,5,129023695,,,14914023
2020,12,133725084,2,9,15926023
2020,12,133721495,3,1,15922267
2020,12,133721689,2.4,1,15922277
2020,12,129526684,0.001,1,14999930
2020,4,129526876,1,1,14999953
2020,4,129527010,0.13,1,14999965
2020,12,129527025,4.46,1,14999967
2020,12,129523131,29.06,1,14999973
2020,12,129523193,1.8,1,14999979
2020,12,129523883,1,11,15000039
2020,12,129524063,16.2,1,15005227
2020,4,129524063,28.12,1,15000064
2020,12,129529647,1,11,15005274
2020,2,129529906,0.001,1,15000147
2020,12,129530013,0.001,1,15005316
2020,12,129530176,0.5,1,15005336
2020,4,129530176,0.1,1,15005335
2020,12,129530244,0.002,1,15000193
2020,4,129529097,0.011,1,15005373
2020,12,129529145,0.01,1,15000221
2020,12,129530634,0.21,1,15005444
2020,4,129530881,,,15005457
2020,4,129535261,1.3,1,15000312
2020,12,129535483,88.5,1,15000321
2020,8,129535483,13,9,15000320
2020,12,129182602,25.481,1,14952227
2020,12,129184205,0.001,1,14952431
2020,4,129188694,0.01,1,14952746
2020,12,129194581,2,1,14952886
2020,15,129194581,21,9,14952887
2020,12,129194760,0.01,1,14947182
2020,12,129193740,,,14952990
2020,12,129196580,224.2,1,14947332
2020,12,129200616,3.18,1,14953120
2020,12,129200824,0.09,1,14953143
2020,12,129526973,0.503,1,15005101
2020,12,129527554,40,1,15005173
2020,12,129528003,0.01,1,15000073
2020,12,129528296,1.4,1,15005268
2020,4,129529235,5.001,1,15000234
2020,5,129531405,,,15005479
2020,4,131500484,0.5,1,15442565
2020,12,131496500,2.38,1,15437677
2020,4,131502388,1.23,1,15442819
2020,5,131499119,1,10,15442834
2020,12,131499119,0.28,1,15442835
2020,12,131504093,,,15442965
2020,12,131510289,2.4,1,15438251
2020,12,131495120,0.001,1,15437515
2020,12,131495211,50,1,15442507
2020,5,131500828,2.8,1,15437659
2020,12,131501356,2,9,15437751
2020,5,131497719,1,11,15437792
2020,12,131498712,4.1,1,15437920
2020,4,131498712,9.5,1,15437919
2020,4,131499249,0.02,1,15437987
2020,12,131499249,0.06,1,15437988
2020,16,131504800,1,11,15438023
2020,12,131505118,1,9,15438042
2020,12,131510767,2.5,1,15443085
2020,8,131510959,1,11,15443091
2020,12,131499995,0.71,1,15442493
2020,12,131500017,0.19,1,15442497
2020,17,131495405,0.001,1,15442526
2020,12,131495405,0.002,1,15442528
2020,4,131495405,0.001,1,15442527
2020,12,131500277,0.01,1,15442539
2020,12,131495550,0.4,1,15437575
2020,12,131496681,1,11,15442651
2020,12,131498121,1,11,15437833
2020,12,131501986,2,1,15442758
2020,4,131506752,25.75,1,15443001
2020,12,131494992,0.477,1,15442487
2020,12,131495041,3.89,1,15437495
2020,12,131500115,45.44,1,15437532
2020,16,131500115,9,9,15437530
2020,12,131500480,0.832,1,15442563
2020,12,131495917,0.39,1,15442578
2020,12,131496713,0.3,1,15442656
2020,12,131497189,0.5,3,15442674
2020,17,131497231,,,15437749
2020,12,131501503,4.9,1,15437765
2020,12,131498339,1.35,1,15437869
2020,4,131503480,18,1,15442905
2020,12,131505649,3.4,1,15442929
2020,12,131944253,0.001,1,15579921
2020,17,131496152,,,15442603
2020,12,131497664,1,1,15437788
2020,4,131497941,0.05,1,15437812
2020,12,131497941,0.002,1,15442737
2020,4,131501934,,,15442752
2020,12,131502031,0.4,1,15442767
2020,4,131505595,0.001,1,15438073
2020,12,131509749,2,9,15438215
2020,13,131938353,12,9,15575868
2020,12,131938353,0.01,1,15579822
2020,4,131938429,0.18,1,15579839
2020,12,131943819,0.01,1,15575980
2020,12,131943919,15,1,15579897
2020,12,131944613,1.7,1,15576047
2020,12,131956134,0.5,1,15576212
2020,8,131957153,1,11,15576223
2020,12,131500581,1.326,1,15442583
2020,12,131500029,0.29,1,15442499
2020,6,131500235,7,9,15442533
2020,4,131500235,1.5,1,15437562
2020,15,131496670,14,9,15442648
2020,9,131496670,15,9,15442649
2020,4,131498120,0.24,1,15437832
2020,4,131502585,0.09,1,15442844
2020,12,131502585,2.68,1,15442845
2020,5,131506456,209.5,1,15438149
2020,5,131509731,17.6,3,15443025
2020,4,131507919,0.1,1,15443057
2020,12,131944013,8,1,15576005
2020,4,131944013,7,1,15579907
2020,12,131946705,1,9,15576172
2020,4,131946774,1,11,15576173
2020,12,131951802,1,11,15576183
2020,5,131949240,2115,1,15576193
2020,12,131956593,1.4,1,15580060
2020,12,131959776,1,11,15580068
2020,12,131939021,0.8,1,15576030
2020,12,131943485,1,1,15575944
2020,12,131938723,0.03,1,15575977
2020,4,131944807,0.1,1,15576070
2020,12,131944807,0.1,1,15576071
2020,12,131945717,1,1,15576159
2020,12,131946390,0.1,1,15576170
2020,12,131947582,0.6,1,15580035
2020,12,131950442,0.2,1,15580024
2020,12,131948024,15.6,1,15576179
2020,5,131948137,14514,1,15576182
2020,12,131952775,1,11,15580048
2020,12,131953504,1,11,15580053
2020,16,131953504,1,11,15580054
2020,4,131953504,1,1,15580052
2020,12,131943176,6.9,1,15575881
2020,5,131943455,14,1,15575922
2020,12,131943661,1,11,15575965
2020,12,131943676,3.04,1,15575967
2020,12,131943483,0.52,4,15575943
2020,12,131944215,0.2,1,15576024
2020,12,135861799,1,1,16278456
